28.82	28.82	3.46
28.81	28.81	3.38
28.81	28.81	3.31
28.80	28.80	3.23
28.79	28.79	3.16
28.78	28.78	3.08
28.78	28.78	3.01
28.77	28.77	2.93
28.76	28.76	2.86
28.76	28.76	2.79
28.77	28.77	2.71
28.77	28.77	2.63
28.77	28.77	2.56
28.78	28.78	2.48
28.78	28.78	2.41
28.79	28.79	2.33
28.79	28.79	2.26
28.79	28.79	2.18
28.80	28.80	2.11
28.80	28.80	2.03
28.81	28.81	1.96
28.81	28.81	1.88
28.81	28.81	1.81
28.82	28.82	1.73
28.82	28.82	1.66
28.83	28.83	1.58
28.83	28.83	1.51
28.83	28.83	1.43
28.84	28.84	1.36
28.84	28.84	1.28
28.84	28.84	1.21
28.84	28.84	1.06
28.84	28.84	0.85
28.84	28.84	0.63
28.83	28.83	0.39
28.83	28.83	0.22
28.83	28.83	0.08
28.83	28.83	0.03
28.83	28.83	0.03
28.83	28.83	0.06
28.83	28.83	0.09
28.83	28.83	0.09
28.82	28.82	0.07
28.82	28.82	0.03
28.82	28.82	-0.04
28.82	28.82	-0.09
28.82	28.82	-0.14
28.82	28.82	-0.14
28.82	28.82	-0.11
28.82	28.82	-0.04
28.81	28.81	0.06
28.80	28.80	0.16
28.80	28.80	0.25
28.79	28.79	0.31
28.78	28.78	0.33
28.77	28.77	0.32
28.77	28.77	0.28
28.76	28.76	0.23
28.75	28.75	0.17
28.74	28.74	0.12
28.74	28.74	0.09
28.73	28.73	0.07
28.72	28.72	0.08
28.72	28.72	0.11
28.71	28.71	0.18
28.70	28.70	0.24
28.69	28.69	0.30
28.69	28.69	0.36
28.68	28.68	0.38
28.67	28.67	0.39
28.67	28.67	0.37
28.66	28.66	0.35
28.67	28.67	0.33
28.67	28.67	0.32
28.68	28.68	0.33
28.68	28.68	0.36
28.69	28.69	0.40
28.69	28.69	0.46
28.70	28.70	0.51
28.70	28.70	0.56
28.71	28.71	0.58
28.71	28.71	0.58
28.72	28.72	0.56
28.72	28.72	0.53
28.73	28.73	0.50
28.73	28.73	0.48
28.74	28.74	0.48
28.74	28.74	0.51
28.75	28.75	0.55
28.75	28.75	0.62
28.76	28.76	0.69
28.76	28.76	0.75
28.77	28.77	0.80
28.77	28.77	0.84
28.76	28.76	0.87
28.75	28.75	0.89
28.75	28.75	0.91
28.74	28.74	0.94
28.74	28.74	0.97
28.73	28.73	1.01
28.72	28.72	1.06
28.72	28.72	1.10
28.71	28.71	1.15
28.71	28.71	1.19
28.70	28.70	1.23
28.69	28.69	1.27
28.69	28.69	1.30
28.68	28.68	1.33
28.68	28.68	1.35
28.67	28.67	1.36
28.66	28.66	1.36
28.66	28.66	1.37
28.65	28.65	1.38
28.65	28.65	1.39
28.64	28.64	1.40
28.63	28.63	1.41
28.63	28.63	1.42
28.64	28.64	1.43
28.64	28.64	1.44
28.64	28.64	1.43
28.64	28.64	1.43
28.65	28.65	1.42
28.65	28.65	1.40
28.65	28.65	1.38
28.65	28.65	1.35
28.66	28.66	1.33
28.66	28.66	1.30
28.66	28.66	1.28
28.66	28.66	1.26
28.66	28.66	1.24
28.67	28.67	1.23
28.67	28.67	1.21
28.67	28.67	1.19
28.67	28.67	1.18
28.68	28.68	1.16
28.68	28.68	1.14
28.68	28.68	1.12
28.68	28.68	1.10
28.69	28.69	1.08
28.69	28.69	1.06
28.70	28.70	1.04
28.71	28.71	1.02
28.72	28.72	1.01
28.73	28.73	0.99
28.74	28.74	0.97
28.74	28.74	0.95
28.75	28.75	0.93
28.76	28.76	0.91
28.77	28.77	0.90
28.78	28.78	0.90
28.79	28.79	0.89
28.80	28.80	0.89
28.81	28.81	0.89
28.81	28.81	0.89
28.82	28.82	0.89
28.83	28.83	0.88
28.84	28.84	0.86
28.85	28.85	0.85
28.86	28.86	0.84
28.87	28.87	0.83
28.88	28.88	0.82
28.88	28.88	0.81
28.89	28.89	0.80
28.90	28.90	0.78
28.89	28.89	0.76
28.89	28.89	0.74
28.88	28.88	0.71
28.88	28.88	0.69
28.87	28.87	0.66
28.87	28.87	0.64
28.86	28.86	0.61
28.86	28.86	0.59
28.86	28.86	0.57
28.85	28.85	0.55
28.85	28.85	0.52
28.84	28.84	0.51
28.84	28.84	0.49
28.83	28.83	0.48
28.83	28.83	0.47
28.82	28.82	0.46
28.82	28.82	0.45
28.82	28.82	0.43
28.81	28.81	0.42
28.81	28.81	0.40
28.80	28.80	0.38
28.80	28.80	0.36
28.79	28.79	0.34
28.79	28.79	0.32
28.79	28.79	0.31
28.80	28.80	0.29
28.80	28.80	0.28
28.81	28.81	0.27
28.81	28.81	0.27
28.81	28.81	0.26
28.82	28.82	0.27
28.82	28.82	0.27
28.83	28.83	0.27
28.83	28.83	0.28
28.84	28.84	0.28
28.84	28.84	0.28
28.85	28.85	0.28
28.85	28.85	0.28
28.86	28.86	0.28
28.86	28.86	0.28
28.86	28.86	0.27
28.87	28.87	0.27
28.87	28.87	0.27
28.88	28.88	0.27
28.88	28.88	0.27
28.89	28.89	0.27
28.89	28.89	0.27
28.90	28.90	0.27
28.90	28.90	0.27
28.90	28.90	0.27
28.90	28.90	0.27
28.89	28.89	0.28
28.89	28.89	0.28
28.89	28.89	0.29
28.88	28.88	0.29
28.88	28.88	0.30
28.87	28.87	0.30
28.87	28.87	0.30
28.86	28.86	0.31
28.86	28.86	0.31
28.85	28.85	0.31
28.85	28.85	0.31
28.84	28.84	0.31
28.84	28.84	0.31
28.83	28.83	0.32
28.83	28.83	0.33
28.82	28.82	0.35
28.82	28.82	0.36
28.81	28.81	0.36
28.81	28.81	0.37
28.81	28.81	0.38
28.80	28.80	0.38
28.80	28.80	0.38
28.79	28.79	0.38
28.79	28.79	0.38
28.78	28.78	0.38
28.79	28.79	0.38
28.80	28.80	0.38
28.81	28.81	0.38
28.82	28.82	0.37
28.83	28.83	0.37
28.84	28.84	0.36
28.85	28.85	0.35
28.86	28.86	0.34
28.87	28.87	0.33
28.88	28.88	0.32
28.89	28.89	0.31
28.90	28.90	0.30
28.91	28.91	0.29
28.92	28.92	0.27
28.93	28.93	0.26
28.94	28.94	0.25
28.95	28.95	0.23
28.96	28.96	0.22
28.97	28.97	0.20
28.98	28.98	0.19
28.99	28.99	0.18
29.00	29.00	0.17
29.01	29.01	0.17
29.02	29.02	0.17
29.03	29.03	0.16
29.04	29.04	0.16
29.05	29.05	0.16
29.06	29.06	0.15
29.06	29.06	0.15
29.06	29.06	0.14
29.07	29.07	0.13
29.07	29.07	0.13
29.08	29.08	0.12
29.08	29.08	0.11
29.08	29.08	0.11
29.09	29.09	0.10
29.09	29.09	0.09
29.09	29.09	0.09
29.10	29.10	0.08
29.10	29.10	0.08
29.10	29.10	0.07
29.11	29.11	0.07
29.11	29.11	0.06
29.11	29.11	0.05
29.12	29.12	0.05
29.12	29.12	0.04
29.12	29.12	0.03
29.13	29.13	0.03
29.13	29.13	0.02
29.13	29.13	0.02
29.14	29.14	0.02
29.14	29.14	0.02
29.14	29.14	0.02
29.15	29.15	0.02
29.15	29.15	0.02
29.15	29.15	0.02
29.14	29.14	0.01
29.12	29.12	0.01
29.11	29.11	0.01
29.09	29.09	0.01
29.07	29.07	0.01
29.06	29.06	0.01
29.04	29.04	0.02
29.03	29.03	0.02
29.01	29.01	0.03
29.00	29.00	0.04
28.98	28.98	0.05
28.97	28.97	0.05
28.95	28.95	0.06
28.93	28.93	0.06
28.92	28.92	0.07
28.90	28.90	0.07
28.89	28.89	0.06
28.87	28.87	0.06
28.86	28.86	0.05
28.84	28.84	0.05
28.83	28.83	0.04
28.81	28.81	0.04
28.80	28.80	0.04
28.78	28.78	0.04
28.76	28.76	0.05
28.75	28.75	0.05
28.73	28.73	0.06
28.72	28.72	0.07
28.70	28.70	0.07
28.70	28.70	0.07
28.71	28.71	0.07
28.71	28.71	0.07
28.71	28.71	0.06
28.72	28.72	0.06
28.72	28.72	0.06
28.72	28.72	0.05
28.72	28.72	0.05
28.73	28.73	0.06
28.73	28.73	0.06
28.73	28.73	0.06
28.73	28.73	0.07
28.74	28.74	0.07
28.74	28.74	0.08
28.74	28.74	0.08
28.74	28.74	0.09
28.75	28.75	0.09
28.75	28.75	0.09
28.75	28.75	0.09
28.76	28.76	0.09
28.76	28.76	0.08
28.76	28.76	0.08
28.76	28.76	0.08
28.77	28.77	0.08
28.77	28.77	0.08
28.77	28.77	0.09
28.77	28.77	0.09
28.78	28.78	0.10
28.78	28.78	0.11
28.78	28.78	0.12
28.79	28.79	0.12
28.79	28.79	0.12
28.79	28.79	0.12
28.79	28.79	0.12
28.80	28.80	0.11
28.80	28.80	0.10
28.80	28.80	0.09
28.81	28.81	0.07
28.81	28.81	0.06
28.81	28.81	0.05
28.82	28.82	0.04
28.82	28.82	0.04
28.82	28.82	0.03
28.83	28.83	0.03
28.83	28.83	0.04
28.83	28.83	0.04
